run,	wetted surf,	change w.r.t. 0 heel/0leeway, change w.r.t. calm water value
FS_43_126_5, 3264.953, 0.909, -5.491
FS_43_126_6, 3265.048, 1.004, -5.396
FS_43_126_7, 3265.296, 1.252, -5.148
FS_43_126_9, 3265.827, 1.783, -4.617
FS_43_168_0, 3258.454, 0.0, -11.99
FS_43_168_3, 3259.654, 1.2, -10.79
FS_43_168_4, 3260.143, 1.689, -10.301
FS_43_168_5, 3260.803, 2.349, -9.641
FS_43_168_6, 3260.976, 2.522, -9.468
FS_43_168_7, 3261.621, 3.167, -8.823
FS_43_168_9, 3262.05, 3.596, -8.394
FS_43_210_0, 3252.985, 0.0, -17.46
FS_43_210_3, 3255.709, 2.724, -14.735
FS_43_210_4, 3257.53, 4.546, -12.914
FS_43_210_5, 3257.643, 4.658, -12.801
FS_43_210_6, 3257.884, 4.899, -12.56
FS_43_210_7, 3258.787, 5.802, -11.657
FS_43_210_9, 3260.762, 7.778, -9.682
FS_43_h10_168_3, 3267.855, 9.401, -2.589
FS_43_h10_168_5, 3268.811, 10.357, -1.633
FS_44_126_0, 3250.908, 0.0, -7.007
FS_44_126_3, 3251.179, 0.271, -6.736
FS_44_126_4, 3251.432, 0.524, -6.483
FS_44_126_5, 3251.615, 0.707, -6.3
FS_44_126_6, 3251.73, 0.822, -6.185
FS_44_126_7, 3252.012, 1.104, -5.903
FS_44_126_9, 3252.534, 1.626, -5.381
FS_44_168_0, 3244.999, 0.0, -12.915
FS_44_168_3, 3244.528, -0.471, -13.387
FS_44_168_4, 3245.37, 0.37, -12.545
FS_44_168_5, 3245.677, 0.678, -12.238
FS_44_168_6, 3246.581, 1.582, -11.334
FS_44_168_7, 3247.137, 2.137, -10.778
FS_44_168_9, 3247.898, 2.899, -10.017
FS_44_210_0, 3242.311, 0.0, -15.604
FS_44_210_3, 3243.219, 0.908, -14.695
FS_44_210_4, 3243.319, 1.007, -14.596
FS_44_210_5, 3244.099, 1.787, -13.816
FS_44_210_6, 3244.867, 2.556, -13.047
FS_44_210_7, 3244.099, 1.788, -13.816
FS_44_210_9, 3245.923, 3.612, -11.992
FS_44_h10_168_3, 3253.892, 8.892, -4.023
FS_44_h10_168_5, 3255.603, 10.603, -2.312
FS_44_h20_168_5, 3292.873, 47.874, 34.958
FS_44_h20_168_7, 3293.035, 48.036, 35.12
FS_45_126_0, 3477.802, 0.0, -2.578
FS_45_126_3, 3477.34, -0.462, -3.041
FS_45_126_4, 3478.1, 0.298, -2.28
FS_45_126_5, 3478.116, 0.315, -2.264
FS_45_126_6, 3477.757, -0.045, -2.624
FS_45_126_7, 3477.439, -0.363, -2.941
FS_45_126_9, 3478.1, 0.298, -2.28
FS_45_168_0, 3472.929, 0.0, -7.451
FS_45_168_3, 3471.878, -1.051, -8.503
FS_45_168_4, 3473.497, 0.568, -6.883
FS_45_168_5, 3474.204, 1.275, -6.176
FS_45_168_7, 3475.426, 2.497, -4.954
FS_45_168_9, 3475.799, 2.871, -4.581
FS_45_210_0, 3465.322, 0.0, -15.058
FS_45_210_3, 3465.882, 0.56, -14.498
FS_45_210_4, 3469.568, 4.245, -10.812
FS_45_210_5, 3469.749, 4.427, -10.631
FS_45_210_6, 3473.06, 7.737, -7.321
FS_45_210_7, 3473.079, 7.757, -7.301
FS_45_210_9, 3474.71, 9.388, -5.67
FS_45_h10_126_0, 3492.466, 14.664, 12.086
FS_45_h10_126_3, 3493.152, 15.351, 12.772
FS_45_h10_126_4, 3493.62, 15.818, 13.24
FS_45_h10_126_5, 3493.903, 16.101, 13.522
FS_45_h10_126_6, 3493.664, 15.862, 13.284
FS_45_h10_126_7, 3493.689, 15.887, 13.309
FS_45_h10_126_9, 3493.962, 16.16, 13.581
FS_45_h10_168_0, 3485.538, 12.609, 5.158
FS_45_h10_168_3, 3488.493, 15.564, 8.113
FS_45_h10_168_5, 3488.803, 15.874, 8.423
FS_45_h10_168_6, 3489.293, 16.364, 8.913
FS_45_h10_168_7, 3491.114, 18.186, 10.734
FS_45_h10_168_9, 3492.063, 19.134, 11.683
FS_45_h10_210_0, 3484.958, 19.635, 4.578
FS_45_h10_210_3, 3482.727, 17.405, 2.347
FS_45_h10_210_4, 3485.157, 19.835, 4.777
FS_45_h10_210_5, 3486.529, 21.207, 6.149
FS_45_h10_210_6, 3490.259, 24.937, 9.879
FS_45_h10_210_7, 3488.872, 23.55, 8.492
FS_45_h10_210_9, 3494.318, 28.995, 13.937
FS_45_h20_126_3, 3556.552, 78.75, 76.171
FS_45_h20_126_5, 3557.359, 79.557, 76.979
FS_45_h20_168_0, 3551.873, 78.944, 71.493
FS_45_h20_168_3, 3554.164, 81.235, 73.784
FS_45_h20_168_4, 3556.337, 83.408, 75.957
FS_45_h20_168_5, 3557.069, 84.14, 76.688
FS_45_h20_168_6, 3556.709, 83.78, 76.329
FS_45_h20_168_7, 3557.294, 84.365, 76.913
FS_45_h20_168_9, 3561.805, 88.876, 81.425
FS_45_h20_210_3, 3547.336, 82.013, 66.955
FS_45_h20_210_5, 3548.519, 83.196, 68.138
FS_46_126_0, 3642.36, 0.0, -3.039
FS_46_126_3, 3643.214, 0.854, -2.185
FS_46_126_4, 3643.702, 1.342, -1.697
FS_46_126_5, 3643.923, 1.563, -1.476
FS_46_126_6, 3644.09, 1.73, -1.309
FS_46_126_7, 3644.205, 1.844, -1.195
FS_46_126_9, 3644.68, 2.32, -0.719
FS_46_168_0, 3636.897, 0.0, -8.502
FS_46_168_3, 3640.552, 3.655, -4.847
FS_46_168_4, 3641.563, 4.666, -3.836
FS_46_168_5, 3642.448, 5.551, -2.952
FS_46_168_6, 3642.952, 6.056, -2.447
FS_46_168_7, 3643.425, 6.528, -1.974
FS_46_168_9, 3642.989, 6.092, -2.411
FS_46_210_0, 3628.647, 0.0, -16.752
FS_46_210_3, 3630.281, 1.634, -15.118
FS_46_210_4, 3632.818, 4.171, -12.581
FS_46_210_5, 3635.841, 7.194, -9.558
FS_46_210_6, 3637.929, 9.282, -7.47
FS_46_210_7, 3639.903, 11.256, -5.496
FS_46_210_9, 3639.091, 10.444, -6.308
FS_46_h10_168_3, 3651.609, 14.712, 6.21
FS_46_h10_168_5, 3653.954, 17.057, 8.555
FS_46_h20_168_5, 3712.363, 75.467, 66.964
FS_46_h20_168_7, 3713.827, 76.93, 68.427
FS_47_126_0, 3328.07, 0.0, -2.151
FS_47_126_3, 3328.814, 0.744, -1.408
FS_47_126_4, 3329.185, 1.115, -1.037
FS_47_126_5, 3329.521, 1.451, -0.7
FS_47_126_6, 3329.974, 1.904, -0.248
FS_47_126_7, 3329.912, 1.842, -0.31
FS_47_126_9, 3329.46, 1.391, -0.761
FS_47_168_0, 3324.781, 0.0, -5.44
FS_47_168_3, 3323.807, -0.974, -6.415
FS_47_168_4, 3325.95, 1.169, -4.271
FS_47_168_5, 3327.963, 3.182, -2.258
FS_47_168_6, 3329.196, 4.415, -1.025
FS_47_168_7, 3330.211, 5.43, -0.01
FS_47_168_9, 3329.539, 4.758, -0.682
FS_47_210_0, 3313.739, 0.0, -16.482
FS_47_210_3, 3317.753, 4.013, -12.469
FS_47_210_4, 3317.982, 4.243, -12.239
FS_47_210_5, 3320.251, 6.511, -9.971
FS_47_210_6, 3323.791, 10.052, -6.43
FS_47_210_7, 3326.811, 13.072, -3.41
FS_47_210_9, 3328.796, 15.056, -1.425
FS_47_h10_168_3, 3343.807, 19.026, 13.586
FS_48_126_0, 3596.81, 0.0, -2.266
FS_48_126_3, 3596.628, -0.182, -2.448
FS_48_126_4, 3596.929, 0.119, -2.146
FS_48_126_5, 3597.147, 0.337, -1.928
FS_48_126_6, 3597.561, 0.751, -1.514
FS_48_126_7, 3597.319, 0.509, -1.756
FS_48_126_9, 3597.469, 0.659, -1.607
FS_48_168_0, 3592.954, 0.0, -6.122
FS_48_168_3, 3593.565, 0.611, -5.511
FS_48_168_4, 3593.638, 0.685, -5.437
FS_48_168_5, 3595.15, 2.196, -3.926
FS_48_168_6, 3596.08, 3.127, -2.995
FS_48_168_7, 3595.952, 2.998, -3.124
FS_48_168_9, 3596.505, 3.551, -2.571
FS_48_210_0, 3585.56, 0.0, -13.516
FS_48_210_3, 3585.934, 0.374, -13.142
FS_48_210_4, 3586.921, 1.361, -12.155
FS_48_210_5, 3588.958, 3.398, -10.117
FS_48_210_6, 3590.683, 5.123, -8.393
FS_48_210_7, 3594.09, 8.53, -4.985
FS_48_210_9, 3594.869, 9.309, -4.207
FS_48_h10_168_3, 3603.59, 10.636, 4.514
FS_48_h10_168_5, 3605.041, 12.087, 5.965
FS_48_h20_168_5, 3659.274, 66.32, 60.198
FS_48_h20_168_7, 3662.024, 69.07, 62.948
FS_49_126_0, 3330.154, 0.0, -3.209
FS_49_126_3, 3329.911, -0.244, -3.453
FS_49_126_4, 3330.385, 0.23, -2.979
FS_49_126_5, 3330.599, 0.445, -2.765
FS_49_126_6, 3330.916, 0.762, -2.447
FS_49_126_7, 3330.992, 0.837, -2.372
FS_49_126_9, 3331.195, 1.041, -2.169
FS_49_168_0, 3327.567, 0.0, -5.797
FS_49_168_3, 3328.224, 0.657, -5.139
FS_49_168_4, 3328.753, 1.186, -4.611
FS_49_168_5, 3328.828, 1.261, -4.536
FS_49_168_6, 3329.002, 1.435, -4.361
FS_49_168_7, 3328.801, 1.234, -4.563
FS_49_168_9, 3329.328, 1.76, -4.036
FS_49_210_0, 3321.406, 0.0, -11.957
FS_49_210_3, 3322.86, 1.454, -10.503
FS_49_210_4, 3322.406, 1.0, -10.958
FS_49_210_5, 3321.96, 0.554, -11.404
FS_49_210_6, 3325.938, 4.532, -7.426
FS_49_210_7, 3327.477, 6.071, -5.887
FS_49_210_9, 3329.522, 8.116, -3.842
FS_49_h10_168_3, 3346.688, 19.121, 13.325
FS_49_h10_168_5, 3348.017, 20.45, 14.653
FS_49_h20_168_5, 3428.878, 101.311, 95.515
FS_49_h20_168_7, 3430.089, 102.522, 96.726
FS_50_126_0, 3408.591, 0.0, -2.733
FS_50_126_3, 3408.244, -0.347, -3.081
FS_50_126_4, 3408.716, 0.125, -2.609
FS_50_126_5, 3408.838, 0.247, -2.486
FS_50_126_6, 3409.208, 0.617, -2.116
FS_50_126_7, 3409.271, 0.68, -2.053
FS_50_126_9, 3409.139, 0.548, -2.185
FS_50_168_0, 3405.161, 0.0, -6.163
FS_50_168_3, 3405.952, 0.79, -5.373
FS_50_168_4, 3405.946, 0.785, -5.378
FS_50_168_5, 3406.605, 1.443, -4.72
FS_50_168_6, 3407.307, 2.146, -4.017
FS_50_168_7, 3407.037, 1.876, -4.287
FS_50_168_9, 3407.914, 2.753, -3.41
FS_50_210_0, 3401.499, 0.0, -9.825
FS_50_210_3, 3401.864, 0.365, -9.46
FS_50_210_4, 3402.181, 0.682, -9.143
FS_50_210_5, 3402.413, 0.914, -8.911
FS_50_210_6, 3405.764, 4.265, -5.56
FS_50_210_7, 3404.854, 3.355, -6.471
FS_50_210_9, 3408.045, 6.546, -3.279
FS_50_h10_168_3, 3421.814, 16.653, 10.49
FS_50_h10_168_5, 3422.237, 17.076, 10.913
FS_50_h20_168_5, 3496.39, 91.229, 85.066
FS_50_h20_168_7, 3498.865, 93.704, 87.541
FS_51_126_0, 3323.075, 0.0, 17.426
FS_51_126_3, 3324.177, 1.102, 18.528
FS_51_126_4, 3324.493, 1.417, 18.843
FS_51_126_5, 3324.951, 1.876, 19.302
FS_51_126_6, 3325.073, 1.998, 19.424
FS_51_126_7, 3324.988, 1.913, 19.339
FS_51_126_9, 3325.206, 2.131, 19.557
FS_51_168_0, 3326.183, 0.0, 20.533
FS_51_168_3, 3328.696, 2.514, 23.047
FS_51_168_4, 3329.915, 3.732, 24.265
FS_51_168_5, 3330.555, 4.373, 24.906
FS_51_168_6, 3330.436, 4.253, 24.786
FS_51_168_7, 3330.513, 4.33, 24.863
FS_51_168_9, 3330.451, 4.268, 24.801
FS_51_210_0, 3323.457, 0.0, 17.808
FS_51_210_3, 3321.421, -2.036, 15.772
FS_51_210_4, 3323.793, 0.336, 18.143
FS_51_210_5, 3326.203, 2.745, 20.553
FS_51_210_6, 3329.376, 5.919, 23.727
FS_51_210_7, 3331.274, 7.817, 25.624
FS_51_210_9, 3333.763, 10.305, 28.113
FS_51_h10_168_3, 3340.556, 14.374, 34.907
FS_51_h10_168_5, 3341.753, 15.57, 36.103
FS_51_h20_168_5, 3407.153, 80.97, 101.503
FS_51_h20_168_7, 3408.067, 81.884, 102.418
FS_52_126_0, 3403.089, 0.0, -2.546
FS_52_126_3, 3403.85, 0.761, -1.784
FS_52_126_4, 3404.246, 1.156, -1.389
FS_52_126_5, 3404.622, 1.533, -1.013
FS_52_126_6, 3404.837, 1.748, -0.798
FS_52_126_7, 3404.714, 1.625, -0.92
FS_52_126_9, 3404.71, 1.621, -0.925
FS_52_168_0, 3399.643, 0.0, -5.992
FS_52_168_3, 3400.969, 1.326, -4.666
FS_52_168_4, 3402.171, 2.528, -3.464
FS_52_168_5, 3403.851, 4.208, -1.784
FS_52_168_6, 3404.558, 4.915, -1.077
FS_52_168_7, 3403.883, 4.24, -1.752
FS_52_168_9, 3404.008, 4.366, -1.626
FS_52_210_0, 3388.722, 0.0, -16.912
FS_52_210_3, 3393.215, 4.493, -12.42
FS_52_210_4, 3395.418, 6.695, -10.217
FS_52_210_5, 3398.201, 9.479, -7.433
FS_52_210_6, 3400.696, 11.973, -4.939
FS_52_210_7, 3402.619, 13.897, -3.016
FS_52_210_9, 3404.202, 15.479, -1.433
FS_52_h10_168_3, 3415.091, 15.448, 9.457
FS_52_h10_168_5, 3417.258, 17.615, 11.623
FS_52_h20_168_5, 3488.916, 89.273, 83.281
FS_52_h20_168_7, 3488.651, 89.008, 83.016
FS_53_126_0, 3782.483, 0.0, -2.215
FS_53_126_3, 3782.937, 0.454, -1.76
FS_53_126_4, 3783.197, 0.714, -1.501
FS_53_126_5, 3783.51, 1.027, -1.188
FS_53_126_6, 3783.759, 1.276, -0.939
FS_53_126_7, 3783.933, 1.45, -0.765
FS_53_126_9, 3784.401, 1.918, -0.297
FS_53_168_0, 3776.913, 0.0, -7.785
FS_53_168_3, 3780.852, 3.939, -3.846
FS_53_168_4, 3781.725, 4.812, -2.973
FS_53_168_5, 3782.659, 5.747, -2.039
FS_53_168_6, 3782.922, 6.009, -1.776
FS_53_168_7, 3783.362, 6.45, -1.336
FS_53_168_9, 3783.402, 6.489, -1.296
FS_53_210_0, 3768.029, 0.0, -16.669
FS_53_210_3, 3770.547, 2.518, -14.151
FS_53_210_4, 3772.479, 4.45, -12.219
FS_53_210_5, 3776.585, 8.556, -8.113
FS_53_210_6, 3779.744, 11.715, -4.954
FS_53_210_7, 3779.716, 11.687, -4.982
FS_53_210_9, 3780.914, 12.885, -3.784
FS_53_h10_168_3, 3788.17, 11.257, 3.472
FS_53_h10_168_5, 3791.485, 14.572, 6.787
FS_53_h20_168_5, 3838.921, 62.008, 54.223
FS_54_126_0, 3484.292, 0.0, -3.169
FS_54_126_3, 3485.082, 0.791, -2.378
FS_54_126_4, 3485.353, 1.062, -2.107
FS_54_126_5, 3485.676, 1.384, -1.784
FS_54_126_6, 3485.877, 1.585, -1.584
FS_54_126_7, 3485.979, 1.687, -1.482
FS_54_126_9, 3486.472, 2.18, -0.989
FS_54_168_0, 3480.868, 0.0, -6.592
FS_54_168_3, 3483.532, 2.664, -3.928
FS_54_168_4, 3484.282, 3.414, -3.178
FS_54_168_5, 3484.495, 3.627, -2.965
FS_54_168_6, 3484.634, 3.766, -2.827
FS_54_168_7, 3484.635, 3.767, -2.825
FS_54_168_9, 3485.134, 4.266, -2.327
FS_54_210_0, 3471.812, 0.0, -15.649
FS_54_210_3, 3472.448, 0.636, -15.013
FS_54_210_4, 3475.8, 3.988, -11.66
FS_54_210_5, 3479.54, 7.728, -7.92
FS_54_210_6, 3480.395, 8.583, -7.066
FS_54_210_7, 3481.727, 9.915, -5.734
FS_54_210_9, 3481.548, 9.737, -5.912
FS_54_h10_168_3, 3497.82, 16.952, 10.36
FS_54_h10_168_5, 3500.103, 19.235, 12.643
FS_54_h20_168_5, 3571.655, 90.787, 84.195
FS_54_h20_168_7, 3573.612, 92.744, 86.152
FS_55_126_0, 3431.644, 0.0, -1.936
FS_55_126_3, 3432.201, 0.557, -1.378
FS_55_126_4, 3432.604, 0.96, -0.975
FS_55_126_5, 3432.824, 1.18, -0.755
FS_55_126_6, 3433.073, 1.429, -0.507
FS_55_126_7, 3433.169, 1.525, -0.41
FS_55_126_9, 3432.554, 0.91, -1.025
FS_55_168_0, 3429.505, 0.0, -4.075
FS_55_168_3, 3430.493, 0.989, -3.086
FS_55_168_4, 3429.81, 0.305, -3.77
FS_55_168_5, 3429.982, 0.477, -3.598
FS_55_168_6, 3430.87, 1.365, -2.709
FS_55_168_7, 3431.436, 1.931, -2.144
FS_55_168_9, 3431.207, 1.703, -2.372
FS_55_210_0, 3423.219, 0.0, -10.361
FS_55_210_3, 3427.261, 4.042, -6.319
FS_55_210_4, 3428.115, 4.896, -5.464
FS_55_210_5, 3427.507, 4.288, -6.073
FS_55_210_6, 3427.831, 4.612, -5.749
FS_55_210_7, 3429.176, 5.957, -4.404
FS_55_210_9, 3432.743, 9.524, -0.837
FS_55_h10_168_3, 3440.769, 11.265, 7.19
FS_55_h20_168_5, 3507.551, 78.046, 73.971
FS_55_h20_168_7, 3510.709, 81.205, 77.13
FS_56_126_0, 3188.784, 0.0, -2.604
FS_56_126_3, 3189.522, 0.738, -1.866
FS_56_126_4, 3189.94, 1.156, -1.448
FS_56_126_5, 3190.127, 1.343, -1.261
FS_56_126_6, 3190.185, 1.401, -1.203
FS_56_126_7, 3190.21, 1.426, -1.178
FS_56_126_9, 3190.355, 1.571, -1.033
FS_56_168_0, 3183.214, 0.0, -8.173
FS_56_168_3, 3186.23, 3.016, -5.157
FS_56_168_4, 3188.133, 4.918, -3.255
FS_56_168_5, 3189.425, 6.211, -1.962
FS_56_168_6, 3189.738, 6.523, -1.65
FS_56_168_7, 3189.26, 6.045, -2.128
FS_56_168_9, 3189.672, 6.458, -1.715
FS_56_210_0, 3182.528, 0.0, -8.86
FS_56_210_3, 3184.579, 2.052, -6.808
FS_56_210_4, 3183.322, 0.794, -8.066
FS_56_210_5, 3184.505, 1.978, -6.882
FS_56_210_6, 3186.055, 3.527, -5.333
FS_56_210_7, 3187.962, 5.435, -3.425
FS_56_210_9, 3189.812, 7.284, -1.576
FS_56_h10_168_3, 3211.217, 28.003, 19.829
FS_56_h10_168_5, 3212.399, 29.185, 21.012
FS_57_126_0, 3691.998, 0.0, -2.173
FS_57_126_3, 3691.966, -0.033, -2.206
FS_57_126_4, 3692.399, 0.401, -1.773
FS_57_126_5, 3692.421, 0.422, -1.751
FS_57_126_6, 3692.704, 0.705, -1.468
FS_57_126_7, 3692.797, 0.799, -1.375
FS_57_126_9, 3692.908, 0.909, -1.264
FS_57_168_0, 3690.033, 0.0, -4.139
FS_57_168_3, 3689.7, -0.333, -4.471
FS_57_168_4, 3690.139, 0.106, -4.033
FS_57_168_5, 3691.263, 1.23, -2.909
FS_57_168_6, 3691.875, 1.842, -2.297
FS_57_168_7, 3692.408, 2.375, -1.764
FS_57_168_9, 3691.02, 0.987, -3.152
FS_57_210_0, 3681.309, 0.0, -12.863
FS_57_210_3, 3681.909, 0.6, -12.263
FS_57_210_4, 3683.954, 2.645, -10.218
FS_57_210_5, 3685.968, 4.659, -8.204
FS_57_210_6, 3687.833, 6.523, -6.339
FS_57_210_7, 3689.256, 7.947, -4.916
FS_57_210_9, 3690.834, 9.525, -3.338
FS_57_h10_168_3, 3697.837, 7.804, 3.665
FS_57_h10_168_5, 3699.935, 9.902, 5.763
FS_57_h20_168_5, 3751.718, 61.685, 57.546
FS_57_h20_168_7, 3754.193, 64.16, 60.022
FS_58_126_0, 3408.19, 0.0, -3.1
FS_58_126_3, 3408.246, 0.056, -3.044
FS_58_126_4, 3408.616, 0.426, -2.674
FS_58_126_5, 3408.96, 0.77, -2.331
FS_58_126_6, 3409.182, 0.992, -2.108
FS_58_126_7, 3408.983, 0.793, -2.307
FS_58_126_9, 3409.334, 1.144, -1.956
FS_58_168_0, 3405.334, 0.0, -5.956
FS_58_168_3, 3405.581, 0.247, -5.709
FS_58_168_4, 3406.194, 0.86, -5.096
FS_58_168_5, 3407.374, 2.04, -3.916
FS_58_168_6, 3407.644, 2.31, -3.646
FS_58_168_7, 3406.878, 1.544, -4.412
FS_58_168_9, 3408.217, 2.884, -3.073
FS_58_210_0, 3399.747, 0.0, -11.543
FS_58_210_3, 3398.654, -1.093, -12.636
FS_58_210_4, 3399.457, -0.29, -11.833
FS_58_210_5, 3402.248, 2.501, -9.042
FS_58_210_6, 3404.227, 4.48, -7.063
FS_58_210_7, 3404.797, 5.05, -6.493
FS_58_210_9, 3406.371, 6.625, -4.919
FS_58_h10_168_3, 3423.421, 18.087, 12.131
FS_58_h10_168_5, 3423.491, 18.157, 12.201
FS_58_h20_168_5, 3499.975, 94.641, 88.685
FS_58_h20_168_7, 3502.218, 96.884, 90.928
FS_59_126_0, 3636.452, 0.0, -2.761
FS_59_126_3, 3637.191, 0.739, -2.021
FS_59_126_4, 3637.505, 1.053, -1.708
FS_59_126_5, 3637.883, 1.431, -1.329
FS_59_126_6, 3638.184, 1.732, -1.029
FS_59_126_7, 3638.359, 1.907, -0.854
FS_59_126_9, 3638.761, 2.309, -0.451
FS_59_168_0, 3631.616, 0.0, -7.597
FS_59_168_3, 3634.208, 2.592, -5.005
FS_59_168_4, 3635.931, 4.315, -3.282
FS_59_168_5, 3636.697, 5.081, -2.515
FS_59_168_6, 3637.108, 5.493, -2.104
FS_59_168_7, 3637.435, 5.819, -1.778
FS_59_168_9, 3637.657, 6.041, -1.556
FS_59_210_0, 3622.393, 0.0, -16.82
FS_59_210_3, 3622.432, 0.039, -16.78
FS_59_210_4, 3628.69, 6.297, -10.523
FS_59_210_5, 3630.926, 8.532, -8.287
FS_59_210_6, 3632.851, 10.458, -6.361
FS_59_210_7, 3633.341, 10.948, -5.872
FS_59_210_9, 3634.725, 12.332, -4.487
FS_59_h10_168_3, 3647.362, 15.746, 8.149
FS_59_h10_168_5, 3649.315, 17.699, 10.102
FS_59_h20_168_5, 3701.011, 69.395, 61.798
FS_59_h20_168_7, 3703.104, 71.488, 63.891
FS_60_126_0, 3487.889, 0.0, -2.636
FS_60_126_3, 3487.798, -0.092, -2.727
FS_60_126_4, 3488.007, 0.117, -2.518
FS_60_126_5, 3488.217, 0.328, -2.307
FS_60_126_6, 3488.371, 0.482, -2.153
FS_60_126_7, 3488.31, 0.421, -2.214
FS_60_126_9, 3488.363, 0.474, -2.162
FS_60_168_0, 3484.534, 0.0, -5.991
FS_60_168_3, 3484.754, 0.22, -5.77
FS_60_168_4, 3485.763, 1.229, -4.762
FS_60_168_5, 3486.744, 2.21, -3.781
FS_60_168_6, 3487.16, 2.626, -3.364
FS_60_168_7, 3486.627, 2.093, -3.898
FS_60_168_9, 3487.988, 3.453, -2.537
FS_60_210_0, 3479.483, 0.0, -11.042
FS_60_210_3, 3478.944, -0.538, -11.58
FS_60_210_4, 3478.803, -0.68, -11.722
FS_60_210_5, 3481.206, 1.723, -9.319
FS_60_210_6, 3483.564, 4.081, -6.961
FS_60_210_7, 3484.136, 4.654, -6.388
FS_60_210_9, 3485.663, 6.18, -4.862
FS_60_h10_168_3, 3500.823, 16.289, 10.298
FS_60_h10_168_5, 3500.934, 16.4, 10.409
FS_60_h20_168_5, 3571.256, 86.722, 80.732
FS_60_h20_168_7, 3573.178, 88.643, 82.653
FS_5_h20_168_4, 3170.096, 3081.453, -11.658
FS_11_h10_168_3, 3227.661, 146.208, -7.798
FS_11_h10_168_5, 3228.713, 147.26, -6.745
FS_13_h20_168_5, 3131.602, 2984.342, -15.132
FS_16_h10_168_3, 3641.021, 656.679, -13.101
FS_17_h20_168_3, 3323.212, 2666.533, -13.132
FS_18_h10_168_5, 3277.693, 611.16, -7.938
FS_18_h20_168_7, 3299.769, 633.236, 14.138
FS_23_h10_168_3, 2943.944, 2310.708, -11.763
FS_23_h10_168_5, 2944.757, 2311.521, -10.95
FS_28_h10_168_5, 3204.605, 893.084, -9.915
FS_34_h10_168_9, 3130.378, 2237.294, -4.373
FS_34_h20_168_6, 3163.622, 2270.538, 28.871
FS_34_h20_168_7, 3163.79, 2270.706, 29.039
FS_45_h10_168_4, 3486.729, 1216.023, -10.483
